threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,brier,average_precision,roc_auc
0.3499999999999999,0.954352787740463,0.6115086215862054,0.43661971830985913,0.2366412213740458,0.3069306930693069,0.29988313169546027,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.3549999999999999,0.954352787740463,0.6115086215862054,0.43661971830985913,0.2366412213740458,0.3069306930693069,0.29988313169546027,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.32999999999999996,0.9540267362243234,0.611338321858685,0.4305555555555556,0.2366412213740458,0.3054187192118227,0.29738816331037793,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.33499999999999996,0.9540267362243234,0.611338321858685,0.4305555555555556,0.2366412213740458,0.3054187192118227,0.29738816331037793,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.33999999999999997,0.9540267362243234,0.611338321858685,0.4305555555555556,0.2366412213740458,0.3054187192118227,0.29738816331037793,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.35999999999999993,0.9546788392566026,0.6080324271481166,0.4411764705882353,0.22900763358778625,0.3015075376884422,0.29672566601539346,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.36499999999999994,0.954352787740463,0.6005691390893775,0.4307692307692308,0.21374045801526717,0.2857142857142857,0.28238809214099325,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.37999999999999995,0.9556569938050212,0.5976038438338498,0.4576271186440678,0.20610687022900764,0.28421052631578947,0.2873728060852423,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.39499999999999996,0.9569611998695794,0.5946385485783223,0.49056603773584906,0.1984732824427481,0.2826086956521739,0.29369880633725237,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.37499999999999994,0.9546788392566026,0.5970929446512885,0.43548387096774194,0.20610687022900764,0.27979274611398963,0.2790058175484314,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.38999999999999996,0.9563090968373003,0.5942979491232814,0.4727272727272727,0.1984732824427481,0.27956989247311825,0.2873671282868683,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.36999999999999994,0.954352787740463,0.5969226449237681,0.42857142857142855,0.20610687022900764,0.27835051546391754,0.27634313954413914,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.38499999999999995,0.9559830453211607,0.594127649395761,0.4642857142857143,0.1984732824427481,0.27807486631016043,0.28432267158784125,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.43499999999999994,0.9585914574502772,0.5809040705534871,0.55,0.16793893129770993,0.2573099415204678,0.2883884321367897,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.43999999999999995,0.9585914574502772,0.5809040705534871,0.55,0.16793893129770993,0.2573099415204678,0.2883884321367897,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.3999999999999999,0.9566351483534399,0.5835287663539739,0.4791666666666667,0.17557251908396945,0.2569832402234637,0.27216204606135047,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.42499999999999993,0.957939354417998,0.5805634710984462,0.5238095238095238,0.16793893129770993,0.2543352601156069,0.2803460904586774,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.42999999999999994,0.957939354417998,0.5805634710984462,0.5238095238095238,0.16793893129770993,0.2543352601156069,0.2803460904586774,0.03373039724313117,0.31684046237976116,0.9196978284834745
