,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max
CR550Q06A,516.0,4.49031007751938,5.8437505496204665,0.0,0.0,0.0,2.0,3.0,6.0,14.0,20.0,88.0
CR550Q06V,516.0,1.1104651162790697,0.4055524540124501,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR550Q06VS,516.0,0.02131782945736434,0.1574401034264462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR550Q07TT,514.0,132983.13424124513,124002.38036627529,1913.0,2195.87,6812.550000000001,58952.75,114686.5,181202.5,316439.6999999999,477068.0100000001,1832570.0
CR550Q07F,461.0,19553.919739696314,14638.121321906327,1.0,114.40000000000002,1641.0,10327.0,16290.0,25597.0,46430.0,73343.39999999998,108971.0
CR550Q07A,514.0,68.73540856031128,79.76708315280212,0.0,0.0,0.0,6.0,41.5,103.0,214.69999999999993,361.57000000000005,488.0
CR550Q07V,514.0,1.0739299610894941,0.30329786271178133,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.8700000000000045,3.0
CR550Q07VS,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR562Q02S,579.0,0.6683937823834197,0.4711974112582743,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR562Q02TT,610.0,89292.23442622951,181367.77690708783,164.0,739.77,3850.65,30490.75,57559.0,118395.0,233183.99999999997,348969.4999999999,4170844.0
CR562Q02F,588.0,75684.80272108843,179029.0898882731,3.0,96.27,2710.2,21471.75,47594.0,100591.0,202460.05,327385.23,4085848.0
CR562Q02A,610.0,2.377049180327869,3.7942309263802696,0.0,0.0,1.0,1.0,2.0,2.0,6.0,13.909999999999968,57.0
CR562Q02V,610.0,1.0540983606557377,0.26014633401999054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
CR562Q02VS,610.0,0.011475409836065573,0.10659433198383349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9099999999999682,1.0
CR562Q03TT,603.0,104869.14262023217,106896.90543311175,87.0,434.3,2857.3000000000006,49534.0,81362.0,125431.0,280856.5,510314.9,1157712.0
CR562Q03F,519.0,39261.28516377649,69098.41615607118,2.0,8.159999999999997,1243.8000000000002,7961.5,26337.0,50198.5,99426.49999999996,234530.30000000165,1113838.0
CR562Q03A,603.0,59.74461028192371,55.18261242690642,0.0,0.0,0.0,21.0,52.0,82.0,158.89999999999998,239.84000000000015,463.0
CR562Q03V,603.0,1.0912106135986732,0.3822981222021942,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR562Q03VS,603.0,0.024875621890547265,0.16619078852961738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR562Q05S,398.0,0.5175879396984925,0.500319506032043,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR562Q05TT,597.0,59568.68676716918,56316.28307830469,164.0,480.36,1557.8000000000002,10978.0,47624.0,84924.0,166807.5999999996,269216.3599999997,327381.0
CR562Q05F,445.0,51629.25617977528,43023.03266941864,2.0,7.760000000000002,2877.4,21658.0,41664.0,72672.0,130970.79999999993,198754.12,285724.0
CR562Q05A,597.0,2.6381909547738696,5.368290137813301,0.0,0.0,0.0,0.0,1.0,3.0,10.0,20.079999999999927,90.0
CR562Q05V,597.0,1.1088777219430486,0.4175731822564378,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR562Q05VS,597.0,0.02512562814070352,0.15663789076070375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR562Q06TT,592.0,85944.5456081081,71299.74376595598,56.0,319.43,1188.5,38958.75,72921.5,116924.5,193987.2999999999,329221.73000000033,565122.0
CR562Q06F,494.0,32891.06072874494,35208.81378787484,1.0,12.439999999999998,1583.85,7680.25,21891.5,45256.75,99125.59999999999,158394.02999999994,314031.0
CR562Q06A,592.0,57.1570945945946,53.11444703909223,0.0,0.0,0.0,12.0,47.0,82.25,156.79999999999973,229.0,266.0
CR562Q06V,592.0,1.1030405405405406,0.3649502829339664,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR562Q06VS,592.0,0.03209459459459459,0.17640038053136964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR562Q07S,544.0,0.8474264705882353,0.3599068762786797,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR562Q07TT,584.0,31402.404109589042,21836.90590318948,1497.0,2151.31,4729.8,16117.75,27082.0,40354.0,77086.95000000004,102204.07999999989,139566.0
CR562Q07F,562.0,23548.539145907474,19219.841062464053,3.0,120.53000000000003,2207.75,9701.0,18970.5,32265.5,61576.04999999999,85978.20999999998,135360.0
CR562Q07A,584.0,2.0154109589041096,2.8594465337182977,0.0,0.0,1.0,1.0,2.0,2.0,4.0,7.169999999999959,60.0
CR562Q07V,584.0,1.042808219178082,0.21887673058444193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR562Q07VS,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR569Q01S,652.0,0.5352760736196319,0.49913696685851017,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR569Q01TT,682.0,56892.17595307918,37448.19210348098,44.0,348.55,6118.350000000001,31121.75,52000.0,75078.25,122637.74999999999,195021.05,207466.0
CR569Q01F,666.0,44723.86786786787,35237.0381326021,2.0,6.0,2472.25,15961.5,39757.5,64271.0,107171.5,166225.40000000026,199240.0
CR569Q01A,682.0,2.504398826979472,2.8420191999563964,0.0,0.0,1.0,1.0,2.0,3.0,7.949999999999932,15.18999999999994,23.0
CR569Q01V,682.0,1.0718475073313782,0.3542887481894262,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0
CR569Q01VS,682.0,0.01906158357771261,0.1368418672863774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR569Q02S,616.0,0.5438311688311688,0.4984798981383929,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR569Q02TT,672.0,79371.77529761905,52427.190947668496,37.0,342.0,8810.1,47815.0,71605.5,98381.0,173682.09999999995,249463.84999999995,498406.0
CR569Q02F,648.0,17628.078703703704,16011.594414146628,2.0,44.12999999999998,1632.1,7679.0,13573.5,23045.0,45518.99999999999,67220.46999999996,168784.0
CR569Q02A,672.0,10.273809523809524,15.908719644481293,0.0,0.0,3.0,4.0,6.0,9.25,28.0,81.15999999999985,195.0
CR569Q02V,672.0,1.1026785714285714,0.4227424102357901,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0
CR569Q02VS,672.0,0.01488095238095238,0.12116664926650257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR569Q03S,638.0,0.7225705329153606,0.4480815276898373,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR569Q03TT,670.0,22286.162686567164,39847.011000600956,141.0,270.9,3027.4,9517.25,15237.5,27155.75,54111.59999999995,91480.68999999997,930559.0
CR569Q03F,645.0,16879.325581395347,38646.16591698682,1.0,4.44,1642.4,5890.0,10925.0,20415.0,41251.2,88364.71999999997,913418.0
CR569Q03A,670.0,1.8044776119402985,1.247650447844366,0.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,10.0
CR569Q03V,670.0,1.0611940298507463,0.2905873768449747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3099999999999454,4.0
CR569Q03VS,670.0,0.023880597014925373,0.1622796790784216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR569Q04S,637.0,0.82574568288854,0.37962612110455035,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR569Q04TT,665.0,35484.98796992481,33026.885653049605,148.0,413.68,3877.2000000000003,19080.0,29486.0,42903.0,77651.99999999997,164267.00000000003,408536.0
CR569Q04F,645.0,29171.11007751938,29773.770792750296,1.0,3.0,2354.2000000000003,14934.0,23537.0,34948.0,66319.4,159937.95999999985,406498.0
CR569Q04A,665.0,1.738345864661654,1.3174410325222854,0.0,0.0,1.0,1.0,1.0,2.0,4.0,7.0,10.0
CR569Q04V,665.0,1.063157894736842,0.27261387700430845,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
CR569Q04VS,665.0,0.016541353383458645,0.12764104596733558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR569Q06TT,665.0,74311.06466165413,54657.62819040845,1558.0,2334.16,4869.0,34316.0,67970.0,100364.0,171138.5999999998,256921.1600000002,368814.0
CR569Q06F,575.0,22976.41739130435,19809.543371266645,1.0,621.14,1517.3000000000002,10814.0,18719.0,30845.5,56646.49999999999,82136.95999999998,222196.0
CR569Q06A,665.0,57.17443609022556,59.4104287503254,0.0,0.0,0.0,11.0,47.0,83.0,169.5999999999999,273.44000000000005,454.0
CR569Q06V,665.0,1.0210526315789474,0.14366786893071978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
CR569Q06VS,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR553Q02S,552.0,0.6847826086956522,0.4650238053993588,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR553Q02TT,584.0,51157.642123287675,37814.14743905214,80.0,245.12,3481.35,31918.5,46952.0,65975.0,105349.50000000004,142684.94999999882,554728.0
CR553Q02F,562.0,35192.84519572954,27930.583361785462,7.0,76.83,1840.75,13026.75,31068.5,49565.75,83013.64999999997,127996.99999999991,188421.0
CR553Q02A,584.0,3.041095890410959,3.2692269895408916,0.0,0.0,1.0,1.0,2.0,4.0,9.850000000000023,16.16999999999996,31.0
CR553Q02V,584.0,1.0684931506849316,0.29652149709210046,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
CR553Q02VS,584.0,0.0273972602739726,0.16337795595899302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR553Q01S,550.0,0.7272727272727273,0.44576719869199316,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR553Q01TT,580.0,19335.38275862069,18471.396169973075,25.0,276.76,2035.5000000000002,10116.5,15378.0,22838.5,45237.049999999974,92854.2900000001,218815.0
CR553Q01F,553.0,15360.242314647377,16805.43393537919,2.0,100.72000000000006,1521.0,7730.0,11943.0,18011.0,36844.399999999994,78643.52000000012,216300.0
CR553Q01A,580.0,1.8206896551724139,1.946322746906576,0.0,0.0,1.0,1.0,1.0,2.0,4.0,8.0,32.0
CR553Q01V,580.0,1.0775862068965518,0.33118988049517706,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR553Q01VS,580.0,0.027586206896551724,0.16392540475503545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR553Q04TT,579.0,154312.68393782384,133117.07993165797,54.0,545.56,1983.6000000000001,81418.5,134641.0,196959.0,347770.5000000001,544993.3200000008,1562588.0
CR553Q04F,502.0,38137.14143426295,36122.740151735125,1.0,43.24999999999999,1528.4,11262.5,33115.0,52575.0,95688.84999999999,139996.69000000003,434729.0
CR553Q04A,579.0,115.98272884283247,101.18059009472961,0.0,0.0,0.0,34.0,100.0,170.5,306.20000000000005,461.98000000000025,620.0
CR553Q04V,579.0,1.063903281519862,0.2778923971629625,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
CR553Q04VS,579.0,0.010362694300518135,0.10135606353966987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000000000002728,1.0
CR553Q05S,528.0,0.5625,0.49654881035263654,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR553Q05TT,570.0,40036.11578947368,30130.614473004694,34.0,296.56,1302.2500000000002,18878.5,37107.5,51269.0,99001.54999999999,141075.3099999998,186842.0
CR553Q05F,535.0,33765.15700934579,27685.206704099397,2.0,6.68,1998.9,14217.5,28368.0,44683.5,87954.9,123064.93999999986,185073.0
CR553Q05A,570.0,2.324561403508772,3.2556443187666995,0.0,0.0,0.0,1.0,1.0,2.0,7.0,16.309999999999945,43.0
CR553Q05V,570.0,1.03859649122807,0.21024246272705432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR553Q05VS,570.0,0.02982456140350877,0.1702524872454201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR553Q07S,338.0,0.3343195266272189,0.4724514434759462,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR553Q07TT,563.0,37161.25577264654,35208.065008953236,1614.0,2018.58,3160.9,7400.0,28178.0,58050.5,99119.09999999996,152803.97999999998,249804.0
CR553Q07F,388.0,30700.631443298967,29862.354941323578,1.0,321.57,2060.35,6057.0,22233.0,47347.5,84342.65,113943.07999999983,210217.0
CR553Q07A,563.0,2.5506216696269983,4.571555892507454,0.0,0.0,0.0,0.0,1.0,3.0,10.0,25.139999999999986,46.0
CR553Q07V,563.0,1.0159857904085257,0.1255318074161807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
CR553Q07VS,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR456Q01S,663.0,0.8416289592760181,0.36536419922110625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR456Q01TT,691.0,41483.402315484804,41540.88037218132,818.0,1669.0,3869.5,14403.5,24775.0,58552.5,123119.5,171735.10000000003,381728.0
CR456Q01F,669.0,36479.27204783259,40762.75573239539,535.0,1327.28,2461.4,10779.0,19137.0,50791.0,115979.2000000001,164345.12000000005,378468.0
CR456Q01A,691.0,1.9232995658465992,3.932940574284702,0.0,0.0,1.0,1.0,1.0,2.0,4.0,7.2000000000000455,92.0
CR456Q01V,691.0,1.0289435600578871,0.1761962377612549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR456Q01VS,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR456Q02TT,687.0,83378.15866084424,78084.62583883105,70.0,286.28000000000003,2171.4,41858.5,70269.0,102699.5,206667.3999999997,316283.2999999991,910220.0
CR456Q02F,615.0,29828.728455284552,43244.16650410333,3.0,7.0,1478.9,7138.5,21987.0,41397.0,80962.29999999997,136451.68000000025,834507.0
CR456Q02A,687.0,53.56331877729258,44.53427604559797,0.0,0.0,0.0,25.0,50.0,69.0,136.69999999999993,194.9799999999999,334.0
CR456Q02V,687.0,1.0902474526928676,0.35076895524077234,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR456Q02VS,687.0,0.023289665211062592,0.15093182557616416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR456Q06TT,678.0,71680.51474926254,66209.65681280453,1614.0,2058.1,3654.35,31932.0,59529.0,94432.5,175668.35,284904.0100000006,893529.0
CR456Q06F,599.0,20629.899833055093,24343.195777235425,1.0,3.0,1285.4,4999.0,10391.0,28772.5,73263.90000000001,106392.93999999992,197865.0
CR456Q06A,678.0,56.00737463126843,55.60959295699974,0.0,0.0,0.0,14.25,44.5,79.0,157.14999999999998,256.23,486.0
CR456Q06V,678.0,1.0619469026548674,0.2589554922277992,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
CR456Q06VS,678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR446Q03S,643.0,0.6967340590979783,0.4600269894630451,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR446Q03TT,671.0,49024.523099850965,82789.17255188602,940.0,1469.1,6108.0,28301.5,41447.0,57539.5,92119.0,193370.19999999946,2012224.0
CR446Q03F,651.0,38091.811059907835,79880.36898188884,142.0,1513.5,3434.0,19436.0,30861.0,44382.0,71588.0,182854.5,1918882.0
CR446Q03A,671.0,4.4068554396423245,4.890430568135865,0.0,0.0,1.0,2.0,3.0,5.0,13.5,25.299999999999955,48.0
CR446Q03V,671.0,1.0506706408345752,0.22618575846145297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR446Q03VS,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR446Q06TT,664.0,69784.13102409638,52713.60207260056,1779.0,2145.46,4172.25,38090.0,58302.5,94284.75,155268.90000000002,282960.5800000001,392713.0
CR446Q06F,602.0,17244.47342192691,20456.24896408569,3.0,5.979999999999979,1038.25,6293.5,12287.5,23098.75,46369.049999999974,88585.94000000015,332590.0
CR446Q06A,664.0,51.751506024096386,59.51969645592199,0.0,0.0,0.0,9.0,32.5,79.0,152.0,253.55000000000007,448.0
CR446Q06V,664.0,1.0512048192771084,0.22731641904156374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR446Q06VS,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR453Q01S,691.0,0.5557163531114327,0.49724592289292574,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR453Q01TT,728.0,54415.03708791209,101095.34922380086,920.0,1599.9500000000003,4596.45,16677.25,38670.5,65835.25,144940.89999999994,249063.56000000006,1791577.0
CR453Q01F,700.0,48161.514285714286,102235.77342684088,77.0,1336.89,2394.65,11452.0,29113.5,57446.75,140365.19999999995,246039.96,1786952.0
CR453Q01A,728.0,2.043956043956044,2.429357754886854,0.0,0.0,1.0,1.0,2.0,2.0,5.0,10.0,46.0
CR453Q01V,728.0,1.0425824175824177,0.20874928874161644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR453Q01VS,728.0,0.0013736263736263737,0.03706246583305506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CR453Q04TT,719.0,97026.41307371348,85710.30700072901,36.0,397.52,1962.1999999999998,35227.0,81076.0,138097.5,251649.6,361048.58,686334.0
CR453Q04F,597.0,25197.968174204354,28568.50259711914,3.0,5.96,1210.4,6422.0,14323.0,36202.0,76351.19999999984,115596.35999999987,259783.0
CR453Q04A,719.0,75.96662030598053,78.20082709141775,0.0,0.0,0.0,5.0,60.0,118.0,213.0,332.6400000000001,526.0
CR453Q04V,719.0,1.090403337969402,0.38626088257016683,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR453Q04VS,719.0,0.027816411682892908,0.16456100022286077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR453Q05S,665.0,0.18646616541353384,0.38977556773854666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CR453Q05TT,713.0,51443.82748948107,43319.41232573318,178.0,351.84,3358.4,23520.0,42500.0,68912.0,127466.59999999999,189305.55999999994,401127.0
CR453Q05F,678.0,24257.982300884956,29885.8264120395,1.0,5.0,1862.1,6991.75,15983.0,30862.75,70173.7,124182.21,340095.0
CR453Q05A,713.0,5.889200561009818,4.208780088995834,0.0,0.0,1.0,4.0,5.0,7.0,11.0,18.0,59.0
CR453Q05V,713.0,1.0687237026647967,0.3626380763175039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0
CR453Q05VS,713.0,0.029453015427769985,0.16919126317198385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR453Q06TT,708.0,65045.78248587571,54098.71082564231,1464.0,2247.26,3760.95,25371.5,57224.0,88356.25,167187.89999999997,240973.49999999977,410422.0
CR453Q06F,571.0,16747.98949211909,17812.136269031744,1.0,9.8,1324.0,6367.0,10945.0,21583.0,50817.5,89124.59999999989,133164.0
CR453Q06A,708.0,53.73022598870057,52.80699925164278,0.0,0.0,0.0,2.75,47.0,80.0,149.29999999999995,225.92999999999995,453.0
CR453Q06V,708.0,1.021186440677966,0.16255650041508693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR453Q06VS,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR552Q01S,379.0,0.862796833773087,0.34451651328558464,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR552Q01TT,403.0,46388.436724565756,42462.46460207449,78.0,372.96000000000004,2304.3,20245.0,34101.0,63260.0,120517.99999999999,168904.0400000003,461182.0
CR552Q01F,382.0,26172.931937172776,22336.955144187974,2.0,11.24,2511.6,12481.0,19764.5,31690.0,75504.09999999998,112400.0,136178.0
CR552Q01A,403.0,3.3200992555831266,4.226694130606792,0.0,0.0,0.10000000000000142,1.0,2.0,3.5,12.0,15.980000000000018,47.0
CR552Q01V,403.0,1.1389578163771712,0.42384863733453754,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR552Q01VS,403.0,0.022332506203473945,0.14794620042206294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR552Q09S,373.0,0.8096514745308311,0.3931033636940176,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR552Q09TT,402.0,36060.81592039801,31076.71215556667,52.0,208.41,744.6,20027.75,30569.0,44722.25,80242.24999999999,162982.16000000015,301258.0
CR552Q09F,379.0,27263.965699208442,24431.764280839026,2.0,5.0,1283.3,13043.0,23056.0,34790.5,65447.6,136793.71999999977,219669.0
CR552Q09A,402.0,2.328358208955224,2.7153653104365114,0.0,0.0,0.0,1.0,2.0,2.0,6.0,13.0,32.0
CR552Q09V,402.0,1.1616915422885572,0.5249155014561269,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0
CR552Q09VS,402.0,0.05472636815920398,0.28598179275397384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
CR552Q06S,368.0,0.48641304347826086,0.5004958446486873,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR552Q06TT,398.0,45283.927135678394,37239.09219656677,53.0,106.91,715.25,17922.0,35312.5,62934.0,111868.64999999994,166926.88999999984,206348.0
CR552Q06F,375.0,35991.888,30550.366566820467,7.0,134.82000000000002,1568.7,13487.0,28010.0,50847.5,90372.70000000003,138349.75999999986,204752.0
CR552Q06A,398.0,2.5954773869346734,4.2603768294255975,0.0,0.0,0.0,1.0,2.0,2.0,7.0,14.029999999999973,54.0
CR552Q06V,398.0,1.1105527638190955,0.4173071837652271,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR552Q06VS,398.0,0.0678391959798995,0.2710569930335681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
CR552Q03TT,393.0,158496.50890585242,130609.04962519043,68.0,369.24,847.0,59931.0,134457.0,231983.0,384529.7999999998,522090.23999999976,954524.0
CR552Q03F,359.0,41138.6991643454,39205.2589055777,2.0,3.0,1828.5,8556.0,30787.0,63223.0,119211.29999999974,166786.7600000001,191687.0
CR552Q03A,393.0,66.83969465648855,72.86993761538288,0.0,0.0,0.0,7.0,52.0,102.0,194.39999999999998,301.31999999999994,617.0
CR552Q03V,393.0,1.1704834605597965,0.5238632205384264,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR552Q03VS,393.0,0.043256997455470736,0.22736641650702827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR552Q04TT,373.0,89927.09383378016,76128.57315133639,21.0,154.08,587.6,29512.0,78463.0,129563.0,227566.7999999999,330769.72,513725.0
CR552Q04F,301.0,22431.34219269103,21821.985711185418,5.0,13.0,1343.0,8414.0,16008.0,29303.0,59291.0,108035.0,180538.0
CR552Q04A,373.0,72.36461126005362,77.03086263332354,0.0,0.0,0.0,4.0,55.0,107.0,226.19999999999993,328.79999999999905,452.0
CR552Q04V,373.0,1.1742627345844503,0.49097478816425194,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR552Q04VS,373.0,0.05361930294906166,0.22556746803816194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CR552Q08TT,370.0,60935.25675675676,54992.40983331573,1592.0,1819.69,2558.5,22247.5,48858.5,84372.0,150084.2,236290.17000000004,446207.0
CR552Q08F,338.0,17563.55325443787,16364.694001454793,1.0,2.74,1178.1000000000001,6699.25,13683.0,24852.25,42065.99999999999,71666.47,137612.0
CR552Q08A,370.0,56.3027027027027,61.236714665533015,0.0,0.0,0.0,2.0,45.0,85.0,180.20000000000005,260.79,425.0
CR552Q08V,370.0,1.0675675675675675,0.28183876885235926,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
CR552Q08VS,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR556Q01S,606.0,0.41254125412541254,0.4926982320671152,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR556Q01TT,671.0,52030.12965722802,87235.90954891482,31.0,119.7,775.5,10994.5,34852.0,67197.0,149259.0,278443.699999997,1792317.0
CR556Q01F,624.0,39060.0608974359,45128.663064187625,2.0,10.0,1442.45,7174.5,25164.0,53424.0,131064.90000000008,198072.9399999998,452245.0
CR556Q01A,671.0,2.450074515648286,3.1914244927534465,0.0,0.0,0.0,1.0,2.0,3.0,8.0,14.0,47.0
CR556Q01V,671.0,1.0491803278688525,0.21640567618955037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
CR556Q01VS,671.0,0.038748137108792845,0.19313806226963842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR556Q12SC,546.0,0.3553113553113553,0.47904644786311673,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR556Q12SD,546.0,0.3333333333333333,0.4718368037986866,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR556Q03S,592.0,0.5050675675675675,0.5003971304385101,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR556Q03TT,667.0,30293.415292353824,34916.5367048682,25.0,102.96000000000001,612.4000000000003,5865.5,21039.0,40563.5,102414.69999999997,149599.34000000017,331798.0
CR556Q03F,609.0,26025.494252873563,31487.623771152812,2.0,5.16,929.8000000000001,3651.0,17242.0,35389.0,84196.00000000006,139848.0,322703.0
CR556Q03A,667.0,1.9835082458770614,2.8371248057179637,0.0,0.0,0.0,1.0,1.0,2.0,5.0,12.0,50.0
CR556Q03V,667.0,1.0764617691154423,0.3078074399405437,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
CR556Q03VS,667.0,0.05247376311844078,0.23622220125264792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR556Q04S,590.0,0.24745762711864408,0.4319010498681523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CR556Q04TT,662.0,52007.1419939577,50601.01376898286,20.0,96.59,556.25,8769.25,40948.0,77511.5,154165.64999999997,212978.10999999993,377269.0
CR556Q04F,605.0,42166.16033057851,43842.20208491717,3.0,12.04,957.8000000000001,6465.0,29422.0,65096.0,129462.59999999999,190520.16000000012,238328.0
CR556Q04A,662.0,2.2220543806646527,2.775066750650015,0.0,0.0,0.0,1.0,2.0,2.0,6.0,14.0,31.0
CR556Q04V,662.0,1.0891238670694865,0.376587294906738,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR556Q04VS,662.0,0.0649546827794562,0.27560125068739977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
CR556Q05S,582.0,0.5395189003436426,0.4988645718909545,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR556Q05TT,655.0,19512.85038167939,20849.231970224282,13.0,113.24,583.1000000000001,5534.5,14005.0,25182.5,56783.8,93116.5000000006,191204.0
