cluster_id,feature,cluster_mean_z,global_mean_z,delta_z,abs_delta_z,direction,size,prevalence
1,CR590Q55TT,0.7954850457388887,6.208445917569994e-17,0.7954850457388886,0.7954850457388886,above,214,0.05581637976004173
1,CR590Q56TT,-0.07019776614739741,-3.89186161996925e-17,-0.07019776614739737,0.07019776614739737,below,214,0.05581637976004173
1,ICTRES,-0.38808200678806476,-4.262515107585369e-17,-0.3880820067880647,0.3880820067880647,below,214,0.05581637976004173
1,CR590Q05TT,1.0043304947086882,3.5212081323531307e-17,1.0043304947086882,1.0043304947086882,above,214,0.05581637976004173
1,CR590Q01TT,1.1074766357269785,-2.779901157120893e-18,1.1074766357269785,1.1074766357269785,above,214,0.05581637976004173
1,CR590Q10TT,0.3574118394838787,-9.787568657363143e-17,0.35741183948387883,0.35741183948387883,above,214,0.05581637976004173
1,CR590Q22TT,1.2016170239428277,4.262515107585369e-17,1.2016170239428277,1.2016170239428277,above,214,0.05581637976004173
1,CR590Q14TT,0.9853601739324764,2.5945744133128332e-17,0.9853601739324764,0.9853601739324764,above,214,0.05581637976004173
1,CR590Q14S,-0.16438778578937818,1.9273981356038188e-16,-0.16438778578937838,0.16438778578937838,below,214,0.05581637976004173
1,CR590Q26TT,-0.15974872156575146,-1.0563624397059392e-16,-0.15974872156575134,0.15974872156575134,below,214,0.05581637976004173
1,CR590Q09S,0.1063857409850123,-7.413069752322381e-17,0.10638574098501237,0.10638574098501237,above,214,0.05581637976004173
1,CR590Q13TT,0.3198321732097433,-1.6864733686533416e-16,0.31983217320974344,0.31983217320974344,above,214,0.05581637976004173
1,CR590Q06S,-0.10005751326666139,-1.0192970909443273e-16,-0.10005751326666129,0.10005751326666129,below,214,0.05581637976004173
1,CR590Q20TT,1.2567255074379544,6.486436033282083e-17,1.2567255074379544,1.2567255074379544,above,214,0.05581637976004173
1,CR590Q34TT,0.8825389151875349,9.822317421827155e-17,0.8825389151875348,0.8825389151875348,above,214,0.05581637976004173
1,CR590Q28TT,-0.1387611527543642,1.4640812760836702e-16,-0.13876115275436435,0.13876115275436435,below,214,0.05581637976004173
1,CR590Q27TT,1.055931560715931,1.2324228463235957e-16,1.0559315607159308,1.0559315607159308,above,214,0.05581637976004173
1,CR590Q17TT,0.04745678842196179,3.89186161996925e-17,0.04745678842196175,0.04745678842196175,above,214,0.05581637976004173
1,CR590Q36TT,-0.12250003898519836,7.042416264706261e-17,-0.12250003898519843,0.12250003898519843,below,214,0.05581637976004173
1,CR590Q31TT,1.0628232284245016,8.756688644930812e-17,1.0628232284245016,1.0628232284245016,above,214,0.05581637976004173
1,CR590Q41TT,0.005482670265294197,-8.617693587074767e-17,0.0054826702652942825,0.0054826702652942825,above,214,0.05581637976004173
1,CR590Q45TT,-0.0007930614223455566,9.544327306115065e-17,-0.000793061422345652,0.000793061422345652,below,214,0.05581637976004173
1,CR590Q43TT,1.358732989692446,6.857089520898202e-17,1.358732989692446,1.358732989692446,above,214,0.05581637976004173
1,CR590Q49TT,-0.10238760346833574,1.1119604628483571e-16,-0.10238760346833585,0.10238760346833585,below,214,0.05581637976004173
1,CR590Q57TT,-0.00236596110870057,-9.266337190402977e-18,-0.002365961108700561,0.002365961108700561,below,214,0.05581637976004173
1,CR590Q26S,0.13191627574217382,8.154376727554618e-17,0.13191627574217374,0.13191627574217374,above,214,0.05581637976004173
1,CR590Q19S,0.09249643202782827,8.432366843266708e-17,0.09249643202782819,0.09249643202782819,above,214,0.05581637976004173
1,CR590Q09TT,0.19767909756834984,-3.289549702593056e-17,0.19767909756834987,0.19767909756834987,above,214,0.05581637976004173
1,CR590Q21TT,-0.08924118444391109,3.3358813885450714e-17,-0.08924118444391112,0.08924118444391112,below,214,0.05581637976004173
1,CR590Q17S,0.1581273311668877,1.7235387174149535e-16,0.15812733116688754,0.15812733116688754,above,214,0.05581637976004173
1,CR590Q24TT,0.9779647308324896,8.154376727554618e-17,0.9779647308324895,0.9779647308324895,above,214,0.05581637976004173
1,CR590Q35TT,1.1396231392929912,9.266337190402977e-18,1.1396231392929912,1.1396231392929912,above,214,0.05581637976004173
